,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,LTV,Status,dtir1,loan_to_income,loan_to_collateral,interest_burden,total_cost_proxy,risk_score
700,cf,Sex Not Available,nopre,type3,p1,l1,nob/c,366500,3.75,0.0852,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,8100.0,CRIF,659,99.5923913,0,37.0,45.241,0.996,1374375.0,1374375.0,39.4
701,cf,Male,nopre,type3,p3,l1,nob/c,266500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,lpsm,268000.0,sb,pr,home,1U,2340.0,EXP,757,99.44029851,1,61.0,113.84,0.994,1063335.0,1066026.13,-9.799999999999994
702,cf,Female,nopre,type1,p1,l1,nob/c,366500,4.0,0.2948,7118.48,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,9300.0,CIB,580,69.41287879,0,31.0,39.404,0.694,1466000.0,1473118.48,84.4
703,cf,Joint,nopre,type1,p3,l1,nob/c,156500,4.875,0.5343,2100.0,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,6780.0,CIB,873,79.04040404,0,20.0,23.079,0.79,762937.5,765037.5,-95.8
704,cf,Female,nopre,type3,p3,l1,nob/c,216500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2220.0,EQUI,717,75.29761905,1,40.0,97.479,0.518,863835.0,866526.13,5.800000000000001
705,cf,Joint,nopre,type2,p4,l1,b/c,346500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,5640.0,CRIF,845,72.48953975,1,40.0,61.425,0.725,1382535.0,1385226.13,-71.0
706,ncf,Sex Not Available,nopre,type1,p1,l1,nob/c,126500,4.625,0.327,3557.92,324.0,neg_amm,not_int,not_lpsm,168000.0,sb,pr,home,3U,5640.0,EQUI,845,75.29761905,1,40.0,22.425,0.753,585062.5,588620.42,-71.0
707,cf,Joint,nopre,type1,p4,l1,nob/c,626500,3.5,-0.1519,3910.0,360.0,not_neg,not_int,not_lpsm,2308000.0,sb,pr,home,1U,7440.0,CRIF,756,27.14471404,0,33.0,84.196,0.271,2192750.0,2196660.0,-20.4
708,cf,Joint,nopre,type2,p3,l1,b/c,316500,4.5,0.8613,1228.54,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,7020.0,CIB,778,86.00543478,0,32.0,45.079,0.86,1424250.0,1425478.54,-34.0
709,cf,Joint,pre,type1,p4,l1,nob/c,556500,4.0,0.2291,1787.19,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,7680.0,EXP,795,82.07964602,0,47.0,72.452,0.821,2226000.0,2227787.19,-38.2
710,cf,Male,nopre,type1,p1,l1,nob/c,176500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3420.0,CIB,744,89.14141414,1,40.0,51.593,0.891,704235.0,706926.13,-10.399999999999999
711,ncf,Sex Not Available,nopre,type1,p4,l1,nob/c,1506500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,1948000.0,sb,pr,home,1U,39300.0,CRIF,877,77.33572895,1,30.0,38.332,0.773,6010935.0,6013626.13,-94.2
712,ncf,Joint,nopre,type1,p3,l1,nob/c,266500,3.75,-0.1541,6792.09,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,14100.0,EXP,833,70.5026455,0,8.0,18.899,0.705,999375.0,1006167.09,-76.6
713,cf,Joint,nopre,type1,p4,l1,nob/c,726500,3.25,0.1674,7250.0,240.0,not_neg,not_int,not_lpsm,1258000.0,sb,pr,home,1U,17580.0,EXP,762,57.75039746,0,20.0,41.323,0.578,2361125.0,2368375.0,-29.199999999999996
714,cf,Sex Not Available,nopre,type3,p3,l1,nob/c,116500,3.75,-0.0027,1431.25,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,5880.0,CRIF,599,98.72881356,0,26.0,19.81,0.987,436875.0,438306.25,71.0
715,cf,Male,pre,type2,p1,l1,b/c,246500,4.5,1.3375,2719.34,360.0,not_neg,not_int,lpsm,258000.0,sb,pr,home,1U,3960.0,CIB,728,95.54263566,0,40.0,62.232,0.955,1109250.0,1111969.34,-0.8000000000000007
716,cf,Female,nopre,type1,p4,l2,nob/c,456500,3.99,0.327,2691.13,300.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,5340.0,EQUI,556,75.29761905,1,40.0,85.471,1.092,1821435.0,1824126.13,102.39999999999999
717,cf,Sex Not Available,nopre,type1,p3,l2,nob/c,256500,5.25,0.082,2691.13,360.0,not_neg,int_only,not_lpsm,608000.0,sb,pr,home,1U,9000.0,CIB,720,42.1875,0,30.0,28.497,0.422,1346625.0,1349316.13,0.0
718,cf,Male,nopre,type3,p1,l1,nob/c,426500,3.25,-0.3485,0.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,6360.0,CIB,556,99.64953271,0,41.0,67.049,0.996,1386125.0,1386125.0,102.8
719,cf,Female,nopre,type1,p1,l1,nob/c,246500,4.25,0.0898,0.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2640.0,CRIF,749,99.39516129,0,45.0,93.336,0.994,1047625.0,1047625.0,-11.399999999999999
720,cf,Joint,nopre,type1,p1,l1,nob/c,136500,3.99,0.3694,1749.5,360.0,not_neg,not_int,not_lpsm,168000.0,sb,sr,home,1U,6360.0,CIB,864,81.25,0,27.0,21.459,0.812,544635.0,546384.5,-87.6
721,cf,Sex Not Available,nopre,type2,p3,l1,b/c,86500,3.99,1.3009,1630.39,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,5100.0,CIB,724,67.578125,0,22.0,16.957,0.676,345135.0,346765.39,-5.599999999999998
722,cf,Female,nopre,type2,p1,l1,b/c,316500,4.75,1.528,0.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4380.0,EXP,544,96.49390244,0,60.0,72.244,0.965,1503375.0,1503375.0,117.6
723,cf,Joint,nopre,type3,p4,l1,nob/c,236500,3.49,-0.2302,1929.74,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,5640.0,CRIF,723,76.78571429,0,40.0,41.925,0.768,825385.0,827314.74,2.200000000000001
724,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,426500,3.875,0.347,0.0,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,12840.0,EXP,614,57.79132791,0,20.0,33.214,0.578,1652687.5,1652687.5,59.6
725,cf,Male,nopre,type1,p3,l1,nob/c,216500,3.99,0.6552,6931.25,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,2940.0,CRIF,778,33.93416928,0,30.0,73.614,0.339,863835.0,870766.25,-34.8
726,cf,Female,nopre,type1,p4,l1,nob/c,116500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,1500.0,CIB,646,78.71621622,1,49.0,77.615,0.787,464835.0,467526.13,52.0
727,cf,Male,nopre,type1,p4,l1,nob/c,416500,3.75,0.0505,3291.8,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6360.0,EXP,710,83.63453815,0,39.0,65.477,0.836,1561875.0,1565166.8,9.600000000000001
728,ncf,Joint,nopre,type3,p4,l1,nob/c,606500,3.25,-0.2545,4542.18,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,5640.0,CIB,704,96.57643312,0,40.0,107.516,0.966,1971125.0,1975667.18,13.6
729,ncf,Male,nopre,type1,p1,l1,nob/c,126500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,148000.0,sb,sr,home,1U,3180.0,EXP,663,85.47297297,1,49.0,39.767,0.855,504735.0,507426.13,41.8
730,cf,Male,nopre,type3,p4,l1,nob/c,116500,3.49,-0.2292,1557.42,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,5640.0,CIB,714,73.73417722,0,40.0,20.652,0.737,406585.0,408142.42,7.6
731,ncf,Female,nopre,type1,p1,l1,nob/c,886500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,14580.0,EQUI,730,75.29761905,1,40.0,60.798,2.121,3537135.0,3539826.13,-2.0
732,cf,Male,pre,type1,p4,l1,nob/c,236500,4.125,0.3338,1254.66,324.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6600.0,EXP,706,57.96568627,0,25.0,35.828,0.58,975562.5,976817.16,6.4
733,cf,Female,nopre,type1,p1,l1,nob/c,296500,3.625,0.0176,3078.13,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3180.0,CIB,811,90.39634146,0,36.0,93.21,0.904,1074812.5,1077890.63,-52.199999999999996
734,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,546500,3.99,0.2805,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,10560.0,CIB,698,92.94217687,0,39.0,51.747,0.929,2180535.0,2180535.0,16.8
735,cf,Female,nopre,type1,p4,l1,nob/c,296500,3.25,-0.3368,3036.69,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5880.0,CRIF,558,70.93301435,0,28.0,50.417,0.709,963625.0,966661.69,96.4
736,cf,Joint,nopre,type1,p4,l1,nob/c,576500,3.625,-0.058,0.0,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,16200.0,CRIF,636,57.76553106,0,18.0,35.584,0.578,2089812.5,2089812.5,45.6
737,cf,Male,nopre,type2,p1,l1,b/c,96500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5100.0,EQUI,604,75.29761905,1,40.0,18.918,0.231,385035.0,387726.13,73.6
738,cf,Female,nopre,type1,p4,l1,nob/c,606500,4.75,0.2872,0.0,360.0,neg_amm,not_int,not_lpsm,768000.0,sb,pr,home,1U,9360.0,EXP,894,78.97135417,0,45.0,64.79,0.79,2880875.0,2880875.0,-98.39999999999999
739,cf,Male,nopre,type2,p1,l1,b/c,66500,3.49,0.9312,2691.13,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,1140.0,CRIF,618,19.1091954,0,47.0,58.282,0.191,232085.0,234776.13,68.0
740,cf,Joint,nopre,type1,p3,l1,nob/c,216500,3.875,0.325,4926.52,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4800.0,EXP,736,55.79896907,0,31.0,45.095,0.558,838937.5,843864.02,-9.199999999999998
741,cf,Joint,nopre,type1,p4,l1,nob/c,476500,3.99,0.2429,1078.89,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,6900.0,CRIF,541,55.53613054,0,49.0,69.048,0.555,1901235.0,1902313.89,115.0
742,cf,Male,nopre,type3,p3,l1,nob/c,166500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,1740.0,CIB,607,84.09090909,1,45.0,95.635,0.841,664335.0,667026.13,73.8
743,cf,Female,nopre,type2,p4,l1,b/c,316500,3.99,0.95605,2691.13,360.0,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,0.0,EQUI,617,75.29761905,1,40.0,316500.0,0.757,1262835.0,1265526.13,65.8
744,cf,Joint,nopre,type2,p4,l1,b/c,546500,3.625,0.5843,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5640.0,CRIF,724,96.21478873,0,40.0,96.88,0.962,1981062.5,1981062.5,1.6000000000000014
745,cf,Joint,nopre,type2,p1,l1,b/c,496500,3.75,1.2674,3585.91,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,13200.0,CIB,865,97.73622047,0,34.0,37.611,0.977,1861875.0,1865460.91,-85.4
746,ncf,Joint,pre,type2,p3,l1,b/c,326500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8580.0,EXP,664,86.37566138,1,38.0,38.049,0.864,1302735.0,1305426.13,36.8
747,cf,Sex Not Available,nopre,type1,p4,l2,nob/c,346500,4.625,0.2448,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6120.0,CRIF,675,69.57831325,0,24.0,56.608,0.696,1602562.5,1602562.5,24.6
748,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,226500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5400.0,EQUI,583,75.29761905,1,40.0,41.937,0.542,903735.0,906426.13,86.2
749,cf,Male,nopre,type1,p3,l1,nob/c,726500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,8760.0,CIB,733,80.01101322,1,44.0,82.924,0.8,2898735.0,2901426.13,-2.1999999999999993
750,cf,Male,pre,type3,p3,l1,nob/c,306500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3480.0,EQUI,527,75.29761905,1,40.0,88.049,0.733,1222935.0,1225626.13,119.8
751,cf,Sex Not Available,pre,type1,p3,l1,nob/c,436500,3.75,0.1492,12435.2,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,6300.0,CRIF,613,49.71526196,0,34.0,69.275,0.497,1636875.0,1649310.2,65.8
752,cf,Sex Not Available,pre,type1,p3,l1,nob/c,326500,2.99,0.3201,11037.5,180.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,7980.0,EXP,649,63.03088803,0,24.0,40.91,0.63,976235.0000000001,987272.5000000001,40.2
753,cf,Sex Not Available,,type1,p4,l1,nob/c,156500,4.25,0.38,3747.8,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,8400.0,CRIF,615,34.17030568,0,37.0,18.629,0.342,665125.0,668872.8,65.8
754,cf,Female,nopre,type2,p4,l1,b/c,436500,3.25,0.5462,0.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5640.0,EXP,646,95.30567686,0,40.0,77.38,0.953,1418625.0,1418625.0,48.4
755,cf,Joint,nopre,type2,p4,l1,b/c,316500,2.875,-0.1542,4706.73,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5640.0,EXP,607,86.00543478,0,40.0,56.107,0.86,909937.5,914644.23,71.8
756,cf,Male,nopre,type2,p1,l1,b/c,256500,3.99,0.95605,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,4440.0,EQUI,539,75.29761905,1,40.0,57.757,0.614,1023435.0,1026126.13,112.6
757,cf,Joint,nopre,type1,p1,l1,nob/c,556500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,11820.0,EXP,545,94.64285714,1,35.0,47.077,0.946,2220435.0,2223126.13,107.0
758,cf,Female,nopre,type1,p2,l2,nob/c,86500,3.99,0.327,2691.13,300.0,neg_amm,not_int,not_lpsm,118000.0,sb,ir,home,1U,2280.0,EXP,848,73.30508475,1,43.0,37.922,0.733,345135.0,347826.13,-71.6
759,cf,Male,nopre,type2,p1,l1,b/c,286500,3.25,0.6173,0.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3240.0,CIB,786,96.1409396,0,53.0,88.399,0.961,931125.0,931125.0,-30.4
760,cf,Sex Not Available,pre,type1,p3,l1,nob/c,196500,3.875,0.2299,2202.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3240.0,CRIF,560,79.23387097,0,30.0,60.629,0.792,761437.5,763639.5,96.0
761,cf,Male,nopre,type1,p1,l1,nob/c,376500,3.625,0.0995,5806.43,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,3900.0,CRIF,771,94.59798995,0,45.0,96.514,0.946,1364812.5,1370618.93,-24.6
762,cf,Joint,nopre,type1,p3,l1,nob/c,406500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,11760.0,EQUI,699,75.29761905,1,40.0,34.563,0.972,1621935.0,1624626.13,16.6
763,cf,Joint,nopre,type1,p3,l1,nob/c,726500,4.25,0.692,10372.34,360.0,not_neg,not_int,not_lpsm,1128000.0,sb,pr,home,1U,6300.0,CRIF,505,64.40602837,0,45.0,115.299,0.644,3087625.0,3097997.34,135.0
764,cf,Female,nopre,type1,p3,l1,nob/c,336500,3.99,0.1151,5437.5,360.0,not_neg,not_int,not_lpsm,948000.0,sb,pr,home,1U,3000.0,EXP,786,35.49578059,0,44.0,112.129,0.355,1342635.0,1348072.5,-34.0
765,cf,Female,nopre,type1,p4,l1,nob/c,456500,4.99,1.3552,0.0,360.0,neg_amm,int_only,not_lpsm,658000.0,sb,ir,home,1U,49920.0,CIB,626,69.3768997,0,40.0,9.144,0.694,2277935.0,2277935.0,60.4
766,cf,Male,nopre,type1,p3,l1,nob/c,156500,4.99,1.1194,4596.88,360.0,not_neg,not_int,not_lpsm,218000.0,sb,ir,home,1U,12480.0,CIB,569,71.78899083,0,31.0,12.539,0.718,780935.0,785531.88,91.0
767,cf,Joint,nopre,type1,p3,l1,nob/c,296500,3.625,0.073,2036.5,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,6600.0,CIB,787,66.18303571,0,20.0,44.917,0.662,1074812.5,1076849.0,-44.199999999999996
768,cf,Female,nopre,type1,p3,l1,nob/c,416500,4.75,0.7581,4771.47,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,4980.0,EXP,801,69.64882943,0,41.0,83.618,0.696,1978375.0,1983146.47,-44.19999999999999
769,cf,Female,nopre,type1,p4,l1,nob/c,316500,4.5,0.768,1086.46,360.0,not_neg,not_int,not_lpsm,498000.0,sb,ir,home,1U,7620.0,CRIF,743,63.55421687,0,48.0,41.53,0.636,1424250.0,1425336.46,-6.599999999999998
770,cf,Female,nopre,type1,p3,l1,nob/c,356500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7020.0,EQUI,574,75.29761905,1,40.0,50.776,0.853,1422435.0,1425126.13,91.6
771,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,606500,4.5,0.7995,3515.53,360.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,11460.0,CIB,641,68.29954955,0,37.0,52.919,0.683,2729250.0,2732765.53,50.2
772,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,326500,5.125,1.4909,2500.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,5460.0,EXP,784,71.28820961,0,31.0,59.788,0.713,1673312.5,1675812.5,-38.0
773,cf,Sex Not Available,nopre,type2,p3,l1,b/c,166500,3.99,1.0618,2222.02,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3600.0,EXP,785,67.13709677,0,37.0,46.237,0.671,664335.0,666557.02,-36.2
774,cf,Joint,nopre,type1,p3,l1,nob/c,276500,3.375,0.1574,358.78,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,8160.0,CRIF,858,54.42913386,0,26.0,33.881,0.544,933187.5,933546.28,-84.39999999999999
775,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,116500,5.375,1.2165,2627.2,360.0,not_neg,not_int,not_lpsm,208000.0,sb,ir,home,1U,5100.0,EXP,617,56.00961538,0,46.0,22.839,0.56,626187.5,628814.7,68.2
776,cf,Joint,pre,type1,p1,l1,nob/c,216500,3.75,0.272,6380.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4620.0,CIB,673,77.87769784,0,32.0,46.851,0.779,811875.0,818255.0,29.0
777,cf,Sex Not Available,nopre,type2,p3,l1,b/c,316500,4.5,1.4069,0.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4200.0,CIB,682,86.00543478,0,51.0,75.339,0.86,1424250.0,1424250.0,31.200000000000003
778,cf,Female,nopre,type1,p3,l1,nob/c,386500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,4440.0,EQUI,597,75.29761905,1,40.0,87.03,0.925,1542135.0,1544826.13,77.8
779,cf,Joint,nopre,type1,p4,l1,nob/c,346500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,8220.0,EQUI,834,75.29761905,1,40.0,42.148,0.829,1382535.0,1385226.13,-64.39999999999999
780,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,246500,3.99,0.9649,6095.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3900.0,CIB,630,95.54263566,0,41.0,63.189,0.955,983535.0,989630.0,58.400000000000006
781,cf,Female,nopre,type1,p4,l1,nob/c,406500,3.625,0.232,6869.63,288.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,6420.0,CRIF,884,67.97658863,0,48.0,63.308,0.68,1473562.5,1480432.13,-91.19999999999999
782,cf,Female,nopre,type1,p4,l1,nob/c,146500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3000.0,EXP,876,70.43269231,1,44.0,48.817,0.704,584535.0,587226.13,-88.0
783,cf,Female,nopre,type1,p4,l1,nob/c,206500,4.25,0.0715,3987.13,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1U,4140.0,EXP,665,77.05223881,0,45.0,49.867,0.771,877625.0,881612.13,39.0
784,cf,Joint,nopre,type1,p1,l1,nob/c,116500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2280.0,EQUI,628,75.29761905,1,40.0,51.074,0.279,464835.0,467526.13,59.199999999999996
785,cf,Male,nopre,type1,p1,l1,nob/c,376500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6540.0,EQUI,873,75.29761905,1,40.0,57.56,0.901,1502235.0,1504926.13,-87.8
786,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,216500,4.375,0.2543,7225.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,3180.0,CIB,860,77.87769784,0,31.0,68.06,0.779,947187.5,954412.5,-83.6
787,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,256500,4.75,0.3518,995.67,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,9060.0,EXP,745,80.66037736,0,24.0,28.308,0.807,1218375.0,1219370.67,-17.4
788,cf,Sex Not Available,pre,type1,p1,l1,nob/c,636500,3.99,0.2684,0.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,7500.0,CRIF,501,95.28443114,0,38.0,84.855,0.953,2539635.0,2539635.0,134.6
789,cf,Joint,nopre,type3,p3,l1,nob/c,316500,3.125,-0.477,460.87,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,5400.0,EXP,582,90.94827586,0,32.0,58.6,0.909,989062.5,989523.37,83.6
790,cf,Joint,nopre,type1,p4,l1,nob/c,346500,3.75,0.4254,7696.25,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,10620.0,CIB,716,75.65502183,0,30.0,32.624,0.757,1299375.0,1307071.25,2.4000000000000004
791,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,156500,3.99,0.327,2691.13,180.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,1440.0,CRIF,884,65.75630252,1,41.0,108.605,0.658,624435.0,627126.13,-93.99999999999999
792,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,106500,3.99,1.1785,3560.0,108.0,not_neg,int_only,not_lpsm,218000.0,sb,pr,home,1U,4500.0,CIB,715,48.85321101,0,39.0,23.661,0.489,424935.0,428495.0,6.600000000000001
793,cf,Male,pre,type2,p1,l1,b/c,186500,4.5,0.7381,1345.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,4800.0,EXP,832,89.66346154,0,40.0,38.846,0.897,839250.0,840595.0,-63.2
794,ncf,Sex Not Available,nopre,type1,p3,l1,nob/c,316500,3.99,-0.1666,179.04,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,3420.0,EXP,818,57.75547445,0,44.0,92.517,0.578,1262835.0,1263014.04,-53.199999999999996
795,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,166500,4.875,1.3206,3553.0,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,6660.0,CRIF,550,93.53932584,0,41.0,24.996,0.935,811687.5,815240.5,106.4
796,cf,Male,nopre,type1,p1,l1,nob/c,116500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,1140.0,EQUI,513,75.29761905,1,40.0,102.103,0.279,464835.0,467526.13,128.2
797,cf,Male,pre,type1,p3,l1,nob/c,156500,3.99,0.3613,3265.0,360.0,not_neg,not_int,not_lpsm,1338000.0,sb,pr,home,1U,2760.0,EXP,809,11.69656203,0,47.0,56.682,0.117,624435.0,627700.0,-46.599999999999994
798,cf,Female,nopre,type1,p3,l1,nob/c,296500,4.375,0.9356,4866.2,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4260.0,EXP,871,66.18303571,0,49.0,69.585,0.662,1297187.5,1302053.7,-83.0
799,cf,Male,nopre,type2,p3,l1,b/c,106500,4.99,1.4675,1456.17,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,4920.0,EXP,607,83.203125,0,30.0,21.642,0.832,531435.0,532891.17,67.8
800,cf,Male,nopre,type1,p3,l1,nob/c,486500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,4740.0,CRIF,797,72.82934132,1,41.0,102.615,0.728,1941135.0,1943826.13,-41.8
801,cf,Joint,nopre,type1,p1,l1,nob/c,426500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,5340.0,CIB,581,97.37442922,1,59.0,79.854,0.974,1701735.0,1704426.13,95.0
802,cf,Male,nopre,type1,p3,l1,nob/c,146500,4.75,0.2589,3831.25,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2580.0,CRIF,528,49.16107383,0,36.0,56.761,0.492,695875.0,699706.25,117.60000000000001
803,cf,Sex Not Available,pre,type1,p4,l1,nob/c,506500,4.25,-0.0685,4000.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,9060.0,CIB,803,94.14498141,0,36.0,55.899,0.941,2152625.0,2156625.0,-47.4
804,cf,Sex Not Available,pre,type3,p1,l1,nob/c,296500,4.375,-0.189,2900.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,7020.0,EXP,534,99.4966443,0,40.0,42.23,0.995,1297187.5,1300087.5,115.6
805,cf,Joint,nopre,type1,p4,l1,nob/c,346500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,3780.0,EXP,732,87.06030151,1,51.0,91.642,0.871,1382535.0,1385226.13,1.2000000000000028
806,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,236500,3.625,-0.0501,757.9,180.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,7320.0,CRIF,544,76.78571429,0,30.0,32.304,0.768,857312.5,858070.4,105.6
